Name,LEC,LAB,SEM,EXAM
MATH*1200*0201 (8469) Calculus I,"LEC Tues, Thur02:30PM - 03:50PMWMEM, Room 103","LAB Fri12:30PM - 01:20PMALEX, Room 200",,EXAM Mon07:00PM - 09:00PM (2022/12/05)Room TB
MATH*1200*0202 (8470) Calculus I,"LEC Tues, Thur02:30PM - 03:50PMWMEM, Room 103","LAB Fri03:30PM - 04:20PMROZH, Room 104",,EXAM Mon07:00PM - 09:00PM (2022/12/05)Room TB
MATH*1200*0203 (0246) Calculus I,"LEC Tues, Thur02:30PM - 03:50PMWMEM, Room 103","LAB Fri09:30AM - 10:20AMTHRN, Room 1200",,EXAM Mon07:00PM - 09:00PM (2022/12/05)Room TB
"MATH*2000*0101 (8471) Proofs, Sets, and Numbers","LEC Mon, Wed, Fri03:30PM - 04:20PMMCLN, Room 102","LAB Fri10:30AM - 11:20AMMCLN, Room 102",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
MATH*2200*01 (8472) Advanced Calculus I,"LEC Tues, Thur08:30AM - 09:50AMROZH, Room 102",,,EXAM Mon07:00PM - 09:00PM (2022/12/05)Room TB
MATH*2270*0101 (8473) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Wed04:30PM - 05:20PMMCKN, Room 229",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0102 (8474) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Wed07:00PM - 07:50PMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0103 (8475) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Thur07:00PM - 07:50PMMCKN, Room 225",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0104 (8476) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Wed03:30PM - 04:20PMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0105 (8477) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Fri02:30PM - 03:20PMMCKN, Room 226",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0106 (8478) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Mon07:00PM - 07:50PMMCKN, Room 224",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0107 (8479) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Wed08:30AM - 09:20AMMCKN, Room 226",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0108 (8480) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Thur11:30AM - 12:20PMALEX, Room 117",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0109 (8481) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Mon12:30PM - 01:20PMMCKN, Room 228",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0110 (8482) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Mon09:30AM - 10:20AMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0111 (8483) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Fri08:30AM - 09:20AMMCKN, Room 224",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0112 (8484) Applied Differential Equations,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 104","LAB Tues07:00PM - 07:50PMMCKN, Room 229",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0201 (8485) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Wed04:30PM - 05:20PMMCKN, Room 229",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0202 (8486) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Wed07:00PM - 07:50PMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0203 (8487) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Thur07:00PM - 07:50PMMCKN, Room 225",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0204 (8488) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Wed03:30PM - 04:20PMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0205 (8489) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Fri02:30PM - 03:20PMMCKN, Room 226",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0206 (8490) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Mon07:00PM - 07:50PMMCKN, Room 224",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0207 (8491) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Wed08:30AM - 09:20AMMCKN, Room 226",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0208 (8492) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Thur11:30AM - 12:20PMALEX, Room 117",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0209 (8493) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Mon12:30PM - 01:20PMMCKN, Room 228",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0210 (8494) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Mon09:30AM - 10:20AMMCKN, Room 231",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0211 (8495) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Fri08:30AM - 09:20AMMCKN, Room 224",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*2270*0212 (8496) Applied Differential Equations,"LEC Mon, Wed, Fri10:30AM - 11:20AMALEX, Room 200","LAB Tues07:00PM - 07:50PMMCKN, Room 229",,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MATH*3130*01 (8497) Abstract Algebra,"LEC Fri10:30AM - 11:20AMAD-S, Room VIRTUAL",,,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
MATH*3160*01 (8498) Linear Algebra II,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 10",,,
MATH*3200*01 (8499) Real Analysis,"LEC Days TBATimes TBAAD-A, Room REMOTE",,,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
MATH*4150*01 (8500) Topics in Mathematics III,"LEC Wed11:30AM - 02:20PMALEX, Room 30",,,
MATH*4240*01 (8501) Adv Topics in Model &amp; Optim,"LEC Days TBATimes TBAAD-A, Room REMOT",,,
MATH*4270*01 (8502) Adv Partial Differential Equat,"LEC Tues, Thur11:30AM - 12:50PMMINS, Room 037",,,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
MATH*4600*01 (8503) Adv Research Project in Math,LEC Days TBATimes TBARoom TB,,,
MATH*6010*01 (8504) Analysis,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 034",,,
MATH*6020*01 (8505) Scientific Computing,"LEC Mon, Wed01:00PM - 02:20PMMCKN, Room 34",,,
MATH*6181*01 (0483) ST:AB &amp; Indvdl Based Modeling,LEC Days TBATimes TBARoom TB,,,
MATH*6998*01 (8506) MSc Project in Mathematics,LEC Days TBATimes TBARoom TB,,,
MBG*2040*0101 (8507) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Mon01:30PM - 02:20PMMCKN, Room 225",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0102 (8508) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Mon02:30PM - 03:20PMMCKN, Room 231",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0103 (8509) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Mon03:30PM - 04:20PMMCKN, Room 229",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0104 (8510) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Tues12:30PM - 01:20PMMCKN, Room 230",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0105 (8511) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Tues01:30PM - 02:20PMMCKN, Room 230",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0106 (8512) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Tues02:30PM - 03:20PMMCKN, Room 228",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0107 (8513) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Tues03:30PM - 04:20PMMCKN, Room 228",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0108 (8514) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Wed01:30PM - 02:20PMMCKN, Room 229",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0109 (8515) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Wed02:30PM - 03:20PMMCKN, Room 229",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0110 (8516) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Thur01:30PM - 02:20PMALEX, Room 259",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0111 (8517) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Thur02:30PM - 03:20PMMCKN, Room 227",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0112 (8518) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri10:30AM - 11:20AMROZH, Room 104",,"SEM Thur03:30PM - 04:20PMMCKN, Room 227",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0213 (8519) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Mon12:30PM - 01:20PMMCKN, Room 226",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0214 (8520) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Mon02:30PM - 03:20PMMCKN, Room 229",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0215 (8521) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Mon03:30PM - 04:20PMMCKN, Room 227",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0216 (8522) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Tues11:30AM - 12:20PMMCKN, Room 230",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0217 (8523) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Tues12:30PM - 01:20PMMCKN, Room 232",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0218 (8524) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Tues02:30PM - 03:20PMMCKN, Room 226",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0219 (8525) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Tues03:30PM - 04:20PMMCKN, Room 227",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0220 (8526) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Wed02:30PM - 03:20PMMCKN, Room 228",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0221 (8527) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Wed03:30PM - 04:20PMMCKN, Room 227",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0222 (8528) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Thur01:30PM - 02:20PMMCKN, Room 230",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0223 (8529) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Thur02:30PM - 03:20PMMCKN, Room 226",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2040*0224 (8530) Foundations Mol Biol Genetics,"LEC Mon, Wed, Fri01:30PM - 02:20PMWMEM, Room 103",,"SEM Thur03:30PM - 04:20PMMCKN, Room 226",EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
MBG*2400*0101 (8531) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Fri03:30PM - 05:20PMCRSC, Room 121ASEM Fri03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0102 (8532) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Fri03:30PM - 05:20PMCRSC, Room 121ASEM Fri03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0103 (8533) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Tues11:30AM - 01:20PMCRSC, Room 121ASEM Tues11:30AM - 01:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0104 (8534) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Tues11:30AM - 01:20PMCRSC, Room 121ASEM Tues11:30AM - 01:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0105 (8535) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur11:30AM - 01:20PMCRSC, Room 121ASEM Thur11:30AM - 01:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0106 (8536) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur11:30AM - 01:20PMCRSC, Room 121ASEM Thur11:30AM - 01:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0107 (8537) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Tues03:30PM - 05:20PMCRSC, Room 121ASEM Tues03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0108 (8538) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Tues03:30PM - 05:20PMCRSC, Room 121ASEM Tues03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0109 (8539) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur03:30PM - 05:20PMCRSC, Room 121ASEM Thur03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0110 (8540) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur03:30PM - 05:20PMCRSC, Room 121ASEM Thur03:30PM - 05:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0111 (8541) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur01:30PM - 03:20PMCRSC, Room 121ASEM Thur01:30PM - 03:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*2400*0112 (8542) Plant &amp; Animal Genetics,"LEC Mon, Wed, Fri12:30PM - 01:20PMROZH, Room 101",,"SEM Thur01:30PM - 03:20PMCRSC, Room 121ASEM Thur01:30PM - 03:20PMCRSC, Room 121B",EXAM Thur02:30PM - 04:30PM (2022/12/08)Room TB
MBG*3040*01 (8543) Molecular Biology of the Gene,"LEC Tues, Thur11:30AM - 12:50PMLA, Room 20",,,
MBG*3350*0101 (8544) Lab Methods in Molecular Biol,"LEC Fri02:30PM - 03:50PMANNU, Room 156","LAB Mon, Wed01:30PM - 05:20PMSSC, Room 410",,
MBG*3350*0102 (8545) Lab Methods in Molecular Biol,"LEC Fri02:30PM - 03:50PMANNU, Room 156","LAB Mon, Wed01:30PM - 05:20PMSSC, Room 410",,
MBG*3350*0103 (8546) Lab Methods in Molecular Biol,"LEC Fri02:30PM - 03:50PMANNU, Room 156","LAB Tues, Thur01:30PM - 05:20PMSSC, Room 410",,
MBG*3350*0104 (8547) Lab Methods in Molecular Biol,"LEC Fri02:30PM - 03:50PMANNU, Room 156","LAB Tues, Thur01:30PM - 05:20PMSSC, Room 410",,
MBG*4020*01 (8548) Genetics of Companion Animals,"LEC Tues, Thur01:00PM - 02:20PMALEX, Room 100",,,EXAM Thur02:30PM - 04:30PM (2022/12/15)Room TB
MBG*4040*0101 (8549) Genetics &amp; Mol Biol of Dvlmt,"LEC Tues, Thur11:30AM - 12:50PMSSC, Room 1304","LAB Fri02:30PM - 04:20PMSSC, Room 4101",,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
MBG*4110*01 (8550) Epigenetics,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 23",,,
MBG*4160*0101 (8551) Plant Breeding,"LEC Mon, Wed, Fri09:30AM - 10:20AMMCKN, Room 238","LAB Mon02:30PM - 04:20PMCRSC, Room 121B",,EXAM Sat11:30AM - 01:30PM (2022/12/10)Room TB
MBG*4160*0102 (8552) Plant Breeding,"LEC Mon, Wed, Fri09:30AM - 10:20AMMCKN, Room 238","LAB Wed02:30PM - 04:20PMCRSC, Room 121B",,EXAM Sat11:30AM - 01:30PM (2022/12/10)Room TB
MCB*2050*0101 (8553) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues11:30AM - 12:20PMMCKN, Room 232",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*2050*0102 (8554) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues11:30AM - 12:20PMMCKN, Room 231",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*2050*0103 (8555) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues01:30PM - 02:20PMMCKN, Room 232",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*2050*0104 (8556) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues01:30PM - 02:20PMMCKN, Room 225",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*2050*0105 (8557) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues02:30PM - 03:20PMMCKN, Room 227",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*2050*0106 (8558) Molecular Biology of the Cell,"LEC Mon, Wed, Fri01:30PM - 02:20PMTHRN, Room 1200",,"SEM Tues03:30PM - 04:20PMMCKN, Room 226",EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
MCB*4500*0101 (8559) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0102 (8560) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0103 (8561) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0104 (8562) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0105 (8563) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0106 (8564) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0107 (8565) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0108 (8566) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0109 (8567) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0110 (8568) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0111 (8569) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0112 (8570) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0113 (8571) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0114 (8572) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0115 (8573) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0116 (8574) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0117 (8575) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0118 (8576) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0119 (8577) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0120 (8578) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0121 (8579) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0122 (8580) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0123 (8581) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0124 (8582) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0125 (8583) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0126 (8584) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0127 (8585) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0128 (8586) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0129 (8587) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0130 (8588) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0131 (8589) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0132 (8590) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0133 (8591) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0134 (8592) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0135 (8593) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0136 (8594) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0137 (8595) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0138 (8596) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0139 (8597) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0140 (8598) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0141 (8599) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0142 (8600) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0143 (8601) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0144 (8602) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4500*0145 (8603) Research Project in MCB I,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4510*0101 (8604) Research Project in MCB II,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*4600*0101 (8605) Topics in MCB,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
MCB*6310*01 (8606) Advanced Topics in MCB,"LEC Mon01:30PM - 04:20PMSSC, Room 331",,,
MCB*6310*AU01 (0500) Advanced Topics in MCB,,,,
MCB*6500*01 (8607) MSc Research Topics in MCB,LEC Days TBATimes TBARoom TB,,,
MCB*7500*01 (8608) PhD Research Topics in MCB,LEC Days TBATimes TBARoom TB,,,
